MAGIC_ID,MAGIC_TYPE_ID,MAGIC_NAME,MAIN_EFFECT,SUB_EFFECT,CREATE_METHOD,CREATE_DATETIME,UPDATE_METHOD,UPDATE_DATETIME
13516,3,MAGIC001-3,earth,,ANDROID_TEST_SEED,2026-06-26 15:16:11,ANDROID_TEST_SEED,2026-06-26 15:16:11
13547,3,MAGIC002-3,earth,MP,ANDROID_TEST_SEED,2026-06-26 15:16:11,ANDROID_TEST_SEED,2026-06-26 15:16:11
13578,3,MAGIC003-3,earth,,ANDROID_TEST_SEED,2026-06-26 15:16:11,ANDROID_TEST_SEED,2026-06-26 15:16:11
13609,3,MAGIC004-3,earth,SP,ANDROID_TEST_SEED,2026-06-26 15:16:11,ANDROID_TEST_SEED,2026-06-26 15:16:11
13640,3,MAGIC005-3,earth,,ANDROID_TEST_SEED,2026-06-26 15:16:11,ANDROID_TEST_SEED,2026-06-26 15:16:11
13671,3,MAGIC006-3,earth,STR,ANDROID_TEST_SEED,2026-06-26 15:16:11,ANDROID_TEST_SEED,2026-06-26 15:16:11
13702,3,MAGIC007-3,earth,,ANDROID_TEST_SEED,2026-06-26 15:16:11,ANDROID_TEST_SEED,2026-06-26 15:16:11
13733,3,MAGIC008-3,earth,VIT,ANDROID_TEST_SEED,2026-06-26 15:16:11,ANDROID_TEST_SEED,2026-06-26 15:16:11
13764,3,MAGIC009-3,earth,,ANDROID_TEST_SEED,2026-06-26 15:16:11,ANDROID_TEST_SEED,2026-06-26 15:16:11
19173,4,MAGIC010-4,thunderbolt,DEX,ANDROID_TEST_SEED,2026-06-26 15:16:11,ANDROID_TEST_SEED,2026-06-26 15:16:11
19204,4,MAGIC011-4,thunderbolt,,ANDROID_TEST_SEED,2026-06-26 15:16:11,ANDROID_TEST_SEED,2026-06-26 15:16:11
19235,4,MAGIC012-4,thunderbolt,AGI,ANDROID_TEST_SEED,2026-06-26 15:16:11,ANDROID_TEST_SEED,2026-06-26 15:16:11
19266,4,MAGIC013-4,thunderbolt,,ANDROID_TEST_SEED,2026-06-26 15:16:11,ANDROID_TEST_SEED,2026-06-26 15:16:11
19297,4,MAGIC014-4,thunderbolt,INT,ANDROID_TEST_SEED,2026-06-26 15:16:11,ANDROID_TEST_SEED,2026-06-26 15:16:11
19328,4,MAGIC015-4,thunderbolt,,ANDROID_TEST_SEED,2026-06-26 15:16:11,ANDROID_TEST_SEED,2026-06-26 15:16:11
19359,4,MAGIC016-4,thunderbolt,WIS,ANDROID_TEST_SEED,2026-06-26 15:16:11,ANDROID_TEST_SEED,2026-06-26 15:16:11
19390,4,MAGIC017-4,thunderbolt,,ANDROID_TEST_SEED,2026-06-26 15:16:11,ANDROID_TEST_SEED,2026-06-26 15:16:11
19421,4,MAGIC018-4,thunderbolt,FTN,ANDROID_TEST_SEED,2026-06-26 15:16:11,ANDROID_TEST_SEED,2026-06-26 15:16:11
19452,4,MAGIC019-4,thunderbolt,,ANDROID_TEST_SEED,2026-06-26 15:16:11,ANDROID_TEST_SEED,2026-06-26 15:16:11
20134,4,MAGIC020-4,thunderbolt,HP,ANDROID_TEST_SEED,2026-06-26 15:16:11,ANDROID_TEST_SEED,2026-06-26 15:16:11
20165,4,MAGIC021-4,thunderbolt,,ANDROID_TEST_SEED,2026-06-26 15:16:11,ANDROID_TEST_SEED,2026-06-26 15:16:11
20196,4,MAGIC022-4,thunderbolt,MP,ANDROID_TEST_SEED,2026-06-26 15:16:11,ANDROID_TEST_SEED,2026-06-26 15:16:11
20227,4,MAGIC023-4,thunderbolt,,ANDROID_TEST_SEED,2026-06-26 15:16:11,ANDROID_TEST_SEED,2026-06-26 15:16:11
20258,4,MAGIC024-4,thunderbolt,SP,ANDROID_TEST_SEED,2026-06-26 15:16:11,ANDROID_TEST_SEED,2026-06-26 15:16:11
20289,4,MAGIC025-4,thunderbolt,,ANDROID_TEST_SEED,2026-06-26 15:16:11,ANDROID_TEST_SEED,2026-06-26 15:16:11
20320,4,MAGIC026-4,thunderbolt,STR,ANDROID_TEST_SEED,2026-06-26 15:16:11,ANDROID_TEST_SEED,2026-06-26 15:16:11
20351,4,MAGIC027-4,thunderbolt,,ANDROID_TEST_SEED,2026-06-26 15:16:11,ANDROID_TEST_SEED,2026-06-26 15:16:11
20382,4,MAGIC028-4,thunderbolt,VIT,ANDROID_TEST_SEED,2026-06-26 15:16:11,ANDROID_TEST_SEED,2026-06-26 15:16:11
20413,4,MAGIC029-4,thunderbolt,,ANDROID_TEST_SEED,2026-06-26 15:16:11,ANDROID_TEST_SEED,2026-06-26 15:16:11
21095,4,MAGIC030-4,thunderbolt,DEX,ANDROID_TEST_SEED,2026-06-26 15:16:11,ANDROID_TEST_SEED,2026-06-26 15:16:11
21126,4,MAGIC031-4,thunderbolt,,ANDROID_TEST_SEED,2026-06-26 15:16:11,ANDROID_TEST_SEED,2026-06-26 15:16:11
21157,4,MAGIC032-4,thunderbolt,AGI,ANDROID_TEST_SEED,2026-06-26 15:16:11,ANDROID_TEST_SEED,2026-06-26 15:16:11
21188,4,MAGIC033-4,thunderbolt,,ANDROID_TEST_SEED,2026-06-26 15:16:11,ANDROID_TEST_SEED,2026-06-26 15:16:11
21219,4,MAGIC034-4,thunderbolt,INT,ANDROID_TEST_SEED,2026-06-26 15:16:11,ANDROID_TEST_SEED,2026-06-26 15:16:11
21250,4,MAGIC035-4,thunderbolt,,ANDROID_TEST_SEED,2026-06-26 15:16:11,ANDROID_TEST_SEED,2026-06-26 15:16:11
21281,4,MAGIC036-4,thunderbolt,WIS,ANDROID_TEST_SEED,2026-06-26 15:16:11,ANDROID_TEST_SEED,2026-06-26 15:16:11
21312,4,MAGIC037-4,thunderbolt,,ANDROID_TEST_SEED,2026-06-26 15:16:11,ANDROID_TEST_SEED,2026-06-26 15:16:11
21343,4,MAGIC038-4,thunderbolt,FTN,ANDROID_TEST_SEED,2026-06-26 15:16:11,ANDROID_TEST_SEED,2026-06-26 15:16:11
21374,4,MAGIC039-4,thunderbolt,,ANDROID_TEST_SEED,2026-06-26 15:16:11,ANDROID_TEST_SEED,2026-06-26 15:16:11
22006,5,MAGIC010-5,light,DEX,ANDROID_TEST_SEED,2026-06-26 15:16:11,ANDROID_TEST_SEED,2026-06-26 15:16:11
22037,5,MAGIC011-5,light,,ANDROID_TEST_SEED,2026-06-26 15:16:11,ANDROID_TEST_SEED,2026-06-26 15:16:11
22056,4,MAGIC040-4,thunderbolt,HP,ANDROID_TEST_SEED,2026-06-26 15:16:11,ANDROID_TEST_SEED,2026-06-26 15:16:11
22068,5,MAGIC012-5,light,AGI,ANDROID_TEST_SEED,2026-06-26 15:16:11,ANDROID_TEST_SEED,2026-06-26 15:16:11
22099,5,MAGIC013-5,light,,ANDROID_TEST_SEED,2026-06-26 15:16:11,ANDROID_TEST_SEED,2026-06-26 15:16:11
22130,5,MAGIC014-5,light,INT,ANDROID_TEST_SEED,2026-06-26 15:16:11,ANDROID_TEST_SEED,2026-06-26 15:16:11
22161,5,MAGIC015-5,light,,ANDROID_TEST_SEED,2026-06-26 15:16:11,ANDROID_TEST_SEED,2026-06-26 15:16:11
22192,5,MAGIC016-5,light,WIS,ANDROID_TEST_SEED,2026-06-26 15:16:11,ANDROID_TEST_SEED,2026-06-26 15:16:11
22223,5,MAGIC017-5,light,,ANDROID_TEST_SEED,2026-06-26 15:16:11,ANDROID_TEST_SEED,2026-06-26 15:16:11
22254,5,MAGIC018-5,light,FTN,ANDROID_TEST_SEED,2026-06-26 15:16:11,ANDROID_TEST_SEED,2026-06-26 15:16:11
22285,5,MAGIC019-5,light,,ANDROID_TEST_SEED,2026-06-26 15:16:11,ANDROID_TEST_SEED,2026-06-26 15:16:11
22967,5,MAGIC020-5,light,HP,ANDROID_TEST_SEED,2026-06-26 15:16:11,ANDROID_TEST_SEED,2026-06-26 15:16:11
22998,5,MAGIC021-5,light,,ANDROID_TEST_SEED,2026-06-26 15:16:11,ANDROID_TEST_SEED,2026-06-26 15:16:11
23029,5,MAGIC022-5,light,MP,ANDROID_TEST_SEED,2026-06-26 15:16:11,ANDROID_TEST_SEED,2026-06-26 15:16:11
23060,5,MAGIC023-5,light,,ANDROID_TEST_SEED,2026-06-26 15:16:11,ANDROID_TEST_SEED,2026-06-26 15:16:11
23091,5,MAGIC024-5,light,SP,ANDROID_TEST_SEED,2026-06-26 15:16:11,ANDROID_TEST_SEED,2026-06-26 15:16:11
23122,5,MAGIC025-5,light,,ANDROID_TEST_SEED,2026-06-26 15:16:11,ANDROID_TEST_SEED,2026-06-26 15:16:11
23153,5,MAGIC026-5,light,STR,ANDROID_TEST_SEED,2026-06-26 15:16:11,ANDROID_TEST_SEED,2026-06-26 15:16:11
23184,5,MAGIC027-5,light,,ANDROID_TEST_SEED,2026-06-26 15:16:11,ANDROID_TEST_SEED,2026-06-26 15:16:11
23215,5,MAGIC028-5,light,VIT,ANDROID_TEST_SEED,2026-06-26 15:16:11,ANDROID_TEST_SEED,2026-06-26 15:16:11
23246,5,MAGIC029-5,light,,ANDROID_TEST_SEED,2026-06-26 15:16:11,ANDROID_TEST_SEED,2026-06-26 15:16:11
23928,5,MAGIC030-5,light,DEX,ANDROID_TEST_SEED,2026-06-26 15:16:11,ANDROID_TEST_SEED,2026-06-26 15:16:11
23959,5,MAGIC031-5,light,,ANDROID_TEST_SEED,2026-06-26 15:16:11,ANDROID_TEST_SEED,2026-06-26 15:16:11
23990,5,MAGIC032-5,light,AGI,ANDROID_TEST_SEED,2026-06-26 15:16:11,ANDROID_TEST_SEED,2026-06-26 15:16:11
24021,5,MAGIC033-5,light,,ANDROID_TEST_SEED,2026-06-26 15:16:11,ANDROID_TEST_SEED,2026-06-26 15:16:11
24052,5,MAGIC034-5,light,INT,ANDROID_TEST_SEED,2026-06-26 15:16:11,ANDROID_TEST_SEED,2026-06-26 15:16:11
24083,5,MAGIC035-5,light,,ANDROID_TEST_SEED,2026-06-26 15:16:11,ANDROID_TEST_SEED,2026-06-26 15:16:11
24114,5,MAGIC036-5,light,WIS,ANDROID_TEST_SEED,2026-06-26 15:16:11,ANDROID_TEST_SEED,2026-06-26 15:16:11
24145,5,MAGIC037-5,light,,ANDROID_TEST_SEED,2026-06-26 15:16:11,ANDROID_TEST_SEED,2026-06-26 15:16:11
24176,5,MAGIC038-5,light,FTN,ANDROID_TEST_SEED,2026-06-26 15:16:11,ANDROID_TEST_SEED,2026-06-26 15:16:11
24207,5,MAGIC039-5,light,,ANDROID_TEST_SEED,2026-06-26 15:16:11,ANDROID_TEST_SEED,2026-06-26 15:16:11
24889,5,MAGIC040-5,light,HP,ANDROID_TEST_SEED,2026-06-26 15:16:11,ANDROID_TEST_SEED,2026-06-26 15:16:11
36890,5,MAGIC001-5,light,,ANDROID_TEST_SEED,2026-06-26 15:16:11,ANDROID_TEST_SEED,2026-06-26 15:16:11
36921,5,MAGIC002-5,light,MP,ANDROID_TEST_SEED,2026-06-26 15:16:11,ANDROID_TEST_SEED,2026-06-26 15:16:11
36952,5,MAGIC003-5,light,,ANDROID_TEST_SEED,2026-06-26 15:16:11,ANDROID_TEST_SEED,2026-06-26 15:16:11
36983,5,MAGIC004-5,light,SP,ANDROID_TEST_SEED,2026-06-26 15:16:11,ANDROID_TEST_SEED,2026-06-26 15:16:11
37014,5,MAGIC005-5,light,,ANDROID_TEST_SEED,2026-06-26 15:16:11,ANDROID_TEST_SEED,2026-06-26 15:16:11
37045,5,MAGIC006-5,light,STR,ANDROID_TEST_SEED,2026-06-26 15:16:11,ANDROID_TEST_SEED,2026-06-26 15:16:11
37076,5,MAGIC007-5,light,,ANDROID_TEST_SEED,2026-06-26 15:16:11,ANDROID_TEST_SEED,2026-06-26 15:16:11
37107,5,MAGIC008-5,light,VIT,ANDROID_TEST_SEED,2026-06-26 15:16:11,ANDROID_TEST_SEED,2026-06-26 15:16:11
37138,5,MAGIC009-5,light,,ANDROID_TEST_SEED,2026-06-26 15:16:11,ANDROID_TEST_SEED,2026-06-26 15:16:11
37543,6,MAGIC010-6,dark,DEX,ANDROID_TEST_SEED,2026-06-26 15:16:11,ANDROID_TEST_SEED,2026-06-26 15:16:11
37574,6,MAGIC011-6,dark,,ANDROID_TEST_SEED,2026-06-26 15:16:11,ANDROID_TEST_SEED,2026-06-26 15:16:11
37605,6,MAGIC012-6,dark,AGI,ANDROID_TEST_SEED,2026-06-26 15:16:11,ANDROID_TEST_SEED,2026-06-26 15:16:11
37636,6,MAGIC013-6,dark,,ANDROID_TEST_SEED,2026-06-26 15:16:11,ANDROID_TEST_SEED,2026-06-26 15:16:11
37667,6,MAGIC014-6,dark,INT,ANDROID_TEST_SEED,2026-06-26 15:16:11,ANDROID_TEST_SEED,2026-06-26 15:16:11
37698,6,MAGIC015-6,dark,,ANDROID_TEST_SEED,2026-06-26 15:16:11,ANDROID_TEST_SEED,2026-06-26 15:16:11
37729,6,MAGIC016-6,dark,WIS,ANDROID_TEST_SEED,2026-06-26 15:16:11,ANDROID_TEST_SEED,2026-06-26 15:16:11
37760,6,MAGIC017-6,dark,,ANDROID_TEST_SEED,2026-06-26 15:16:11,ANDROID_TEST_SEED,2026-06-26 15:16:11
37791,6,MAGIC018-6,dark,FTN,ANDROID_TEST_SEED,2026-06-26 15:16:11,ANDROID_TEST_SEED,2026-06-26 15:16:11
37822,6,MAGIC019-6,dark,,ANDROID_TEST_SEED,2026-06-26 15:16:11,ANDROID_TEST_SEED,2026-06-26 15:16:11
38504,6,MAGIC020-6,dark,HP,ANDROID_TEST_SEED,2026-06-26 15:16:11,ANDROID_TEST_SEED,2026-06-26 15:16:11
38535,6,MAGIC021-6,dark,,ANDROID_TEST_SEED,2026-06-26 15:16:11,ANDROID_TEST_SEED,2026-06-26 15:16:11
38566,6,MAGIC022-6,dark,MP,ANDROID_TEST_SEED,2026-06-26 15:16:11,ANDROID_TEST_SEED,2026-06-26 15:16:11
38597,6,MAGIC023-6,dark,,ANDROID_TEST_SEED,2026-06-26 15:16:11,ANDROID_TEST_SEED,2026-06-26 15:16:11
38628,6,MAGIC024-6,dark,SP,ANDROID_TEST_SEED,2026-06-26 15:16:11,ANDROID_TEST_SEED,2026-06-26 15:16:11
38659,6,MAGIC025-6,dark,,ANDROID_TEST_SEED,2026-06-26 15:16:11,ANDROID_TEST_SEED,2026-06-26 15:16:11
38690,6,MAGIC026-6,dark,STR,ANDROID_TEST_SEED,2026-06-26 15:16:11,ANDROID_TEST_SEED,2026-06-26 15:16:11
38721,6,MAGIC027-6,dark,,ANDROID_TEST_SEED,2026-06-26 15:16:11,ANDROID_TEST_SEED,2026-06-26 15:16:11
38752,6,MAGIC028-6,dark,VIT,ANDROID_TEST_SEED,2026-06-26 15:16:11,ANDROID_TEST_SEED,2026-06-26 15:16:11
38783,6,MAGIC029-6,dark,,ANDROID_TEST_SEED,2026-06-26 15:16:11,ANDROID_TEST_SEED,2026-06-26 15:16:11
39465,6,MAGIC030-6,dark,DEX,ANDROID_TEST_SEED,2026-06-26 15:16:11,ANDROID_TEST_SEED,2026-06-26 15:16:11
39496,6,MAGIC031-6,dark,,ANDROID_TEST_SEED,2026-06-26 15:16:11,ANDROID_TEST_SEED,2026-06-26 15:16:11
39527,6,MAGIC032-6,dark,AGI,ANDROID_TEST_SEED,2026-06-26 15:16:11,ANDROID_TEST_SEED,2026-06-26 15:16:11
39558,6,MAGIC033-6,dark,,ANDROID_TEST_SEED,2026-06-26 15:16:11,ANDROID_TEST_SEED,2026-06-26 15:16:11
39589,6,MAGIC034-6,dark,INT,ANDROID_TEST_SEED,2026-06-26 15:16:11,ANDROID_TEST_SEED,2026-06-26 15:16:11
39620,6,MAGIC035-6,dark,,ANDROID_TEST_SEED,2026-06-26 15:16:11,ANDROID_TEST_SEED,2026-06-26 15:16:11
39651,6,MAGIC036-6,dark,WIS,ANDROID_TEST_SEED,2026-06-26 15:16:11,ANDROID_TEST_SEED,2026-06-26 15:16:11
39682,6,MAGIC037-6,dark,,ANDROID_TEST_SEED,2026-06-26 15:16:11,ANDROID_TEST_SEED,2026-06-26 15:16:11
39713,6,MAGIC038-6,dark,FTN,ANDROID_TEST_SEED,2026-06-26 15:16:11,ANDROID_TEST_SEED,2026-06-26 15:16:11
39744,6,MAGIC039-6,dark,,ANDROID_TEST_SEED,2026-06-26 15:16:11,ANDROID_TEST_SEED,2026-06-26 15:16:11
40426,6,MAGIC040-6,dark,HP,ANDROID_TEST_SEED,2026-06-26 15:16:11,ANDROID_TEST_SEED,2026-06-26 15:16:11
48593,0,MAGIC010-0,frame,DEX,ANDROID_TEST_SEED,2026-06-26 15:16:11,ANDROID_TEST_SEED,2026-06-26 15:16:11
48624,0,MAGIC011-0,frame,,ANDROID_TEST_SEED,2026-06-26 15:16:11,ANDROID_TEST_SEED,2026-06-26 15:16:11
48655,0,MAGIC012-0,frame,AGI,ANDROID_TEST_SEED,2026-06-26 15:16:11,ANDROID_TEST_SEED,2026-06-26 15:16:11
48686,0,MAGIC013-0,frame,,ANDROID_TEST_SEED,2026-06-26 15:16:11,ANDROID_TEST_SEED,2026-06-26 15:16:11
48717,0,MAGIC014-0,frame,INT,ANDROID_TEST_SEED,2026-06-26 15:16:11,ANDROID_TEST_SEED,2026-06-26 15:16:11
48748,0,MAGIC015-0,frame,,ANDROID_TEST_SEED,2026-06-26 15:16:11,ANDROID_TEST_SEED,2026-06-26 15:16:11
48779,0,MAGIC016-0,frame,WIS,ANDROID_TEST_SEED,2026-06-26 15:16:11,ANDROID_TEST_SEED,2026-06-26 15:16:11
48810,0,MAGIC017-0,frame,,ANDROID_TEST_SEED,2026-06-26 15:16:11,ANDROID_TEST_SEED,2026-06-26 15:16:11
48841,0,MAGIC018-0,frame,FTN,ANDROID_TEST_SEED,2026-06-26 15:16:11,ANDROID_TEST_SEED,2026-06-26 15:16:11
48872,0,MAGIC019-0,frame,,ANDROID_TEST_SEED,2026-06-26 15:16:11,ANDROID_TEST_SEED,2026-06-26 15:16:11
49554,0,MAGIC020-0,frame,HP,ANDROID_TEST_SEED,2026-06-26 15:16:11,ANDROID_TEST_SEED,2026-06-26 15:16:11
49585,0,MAGIC021-0,frame,,ANDROID_TEST_SEED,2026-06-26 15:16:11,ANDROID_TEST_SEED,2026-06-26 15:16:11
49616,0,MAGIC022-0,frame,MP,ANDROID_TEST_SEED,2026-06-26 15:16:11,ANDROID_TEST_SEED,2026-06-26 15:16:11
49647,0,MAGIC023-0,frame,,ANDROID_TEST_SEED,2026-06-26 15:16:11,ANDROID_TEST_SEED,2026-06-26 15:16:11
49678,0,MAGIC024-0,frame,SP,ANDROID_TEST_SEED,2026-06-26 15:16:11,ANDROID_TEST_SEED,2026-06-26 15:16:11
49709,0,MAGIC025-0,frame,,ANDROID_TEST_SEED,2026-06-26 15:16:11,ANDROID_TEST_SEED,2026-06-26 15:16:11
49740,0,MAGIC026-0,frame,STR,ANDROID_TEST_SEED,2026-06-26 15:16:11,ANDROID_TEST_SEED,2026-06-26 15:16:11
49771,0,MAGIC027-0,frame,,ANDROID_TEST_SEED,2026-06-26 15:16:11,ANDROID_TEST_SEED,2026-06-26 15:16:11
49802,0,MAGIC028-0,frame,VIT,ANDROID_TEST_SEED,2026-06-26 15:16:11,ANDROID_TEST_SEED,2026-06-26 15:16:11
49833,0,MAGIC029-0,frame,,ANDROID_TEST_SEED,2026-06-26 15:16:11,ANDROID_TEST_SEED,2026-06-26 15:16:11
50515,0,MAGIC030-0,frame,DEX,ANDROID_TEST_SEED,2026-06-26 15:16:11,ANDROID_TEST_SEED,2026-06-26 15:16:11
50546,0,MAGIC031-0,frame,,ANDROID_TEST_SEED,2026-06-26 15:16:11,ANDROID_TEST_SEED,2026-06-26 15:16:11
50577,0,MAGIC032-0,frame,AGI,ANDROID_TEST_SEED,2026-06-26 15:16:11,ANDROID_TEST_SEED,2026-06-26 15:16:11
50608,0,MAGIC033-0,frame,,ANDROID_TEST_SEED,2026-06-26 15:16:11,ANDROID_TEST_SEED,2026-06-26 15:16:11
50639,0,MAGIC034-0,frame,INT,ANDROID_TEST_SEED,2026-06-26 15:16:11,ANDROID_TEST_SEED,2026-06-26 15:16:11
50670,0,MAGIC035-0,frame,,ANDROID_TEST_SEED,2026-06-26 15:16:11,ANDROID_TEST_SEED,2026-06-26 15:16:11
50701,0,MAGIC036-0,frame,WIS,ANDROID_TEST_SEED,2026-06-26 15:16:11,ANDROID_TEST_SEED,2026-06-26 15:16:11
